source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
C241,B68068,Radiohead,Street Spirit (Fade Out),Rappin' 4-Tay,This Is What I Know,radiohead street spirit (fade out) 1996,rappin' 4-tay this is what i know 1994,0.282,-1
C17430,B24801,The Jesus and Mary Chain,Inside Me,The Jesus And Mary Chain,Upside Down,the jesus and mary chain inside me 1985,the jesus and mary chain upside down 2008,0.756,1
C8686,B21912,Nickelback,Follow You Home,Nickelback,Follow You Home,nickelback follow you home 2005,nickelback follow you home 2005,1.0,1
C12345,B180,Johnny Cash,I Walk the Line,Johnny Cash,I Want to Go Home,johnny cash i walk the line 2007,johnny cash i want to go home 2015,0.676,0
C9242,B55262,Miles Davis,All of You,Miles Davis,All Of You,miles davis all of you 2012,miles davis all of you 2012,1.0,1
C20286,B71953,Scooter,Faster Harder Scooter,Scooter,Faster Harder Scooter,scooter faster harder scooter 2013,scooter faster harder scooter 2013,1.0,1
C17430,B47022,The Jesus and Mary Chain,Inside Me,The Go Getters,Secret Agent Man,the jesus and mary chain inside me 1985,the go getters secret agent man 2008,0.231,-1
C34480,B65624,Therion,Thor,The Tokens,I Hear Trumpets Blow,therion thor 2005,the tokens i hear trumpets blow 1993,0.25,-1
C9157,B55672,Chet Baker,It's Always You,Chet Baker,It's Always You,chet baker it's always you 2013,chet baker it's always you 2018,0.968,1
C17430,B4948,The Jesus and Mary Chain,Inside Me,The Beach Boys,Little Deuce Coupe (Mono),the jesus and mary chain inside me 1985,the beach boys little deuce coupe (mono) 1963,0.311,-1
C25187,B1464,HORSE the band,Purple,Hotel Mira,Better On Your Own,horse the band purple 2003,hotel mira better on your own 2020,0.324,-1
C30025,B26882,The New Pornographers,Silver Jenny Dollar,The Reapers,Always The Underdog,the new pornographers silver jenny dollar 2010,the reapers always the underdog 2019,0.413,-1
C42683,B66078,Amaranthe,On The Rocks,Amaranthe,On The Rocks,amaranthe on the rocks 2016,amaranthe on the rocks 2016,1.0,1
C49888,B68627,Frank Sinatra,Spring Is Here,Frank Sinatra,Spring Is Here,frank sinatra spring is here 2013,frank sinatra spring is here 2015,0.97,1
C48153,B26500,New Found Glory,Broken Sound,New Found Glory,Broken Sound,new found glory broken sound 1999,new found glory broken sound 1999,1.0,1
C31772,B40831,The Replacements,Answering Machine,The Solution,I Have To Quit You,the replacements answering machine 1984,the solution i have to quit you 2004,0.256,-1
C32357,B62355,The xx,I Dare You,The xx,I Dare You,the xx i dare you 2017,the xx i dare you 2017,1.0,1
C2240,B52699,Madonna,Frozen,Manolo Escobar,Guitarra Con Alma,madonna frozen 2009,manolo escobar guitarra con alma 2009,0.324,-1
C9006,B97802,Miles Davis,Rocker,Miles Davis,Rocker,miles davis rocker 2013,miles davis rocker 2013,1.0,1
C7435,B45102,Papa Roach,Infest,Paul Potts,Silent Night,papa roach infest 2000,paul potts silent night 1980,0.357,-1
C9653,B39177,Ella Fitzgerald,I Love Paris,Ella Fitzgerald,Jingle Bells,ella fitzgerald i love paris 2013,ella fitzgerald jingle bells 2011,0.697,0
C4483,B21566,The Dresden Dolls,672,The Milkshakes,Shimmy Shake,the dresden dolls 672 2004,the milkshakes shimmy shake 2016,0.344,-1
C30025,B31464,The New Pornographers,Silver Jenny Dollar,The Damned,I Just Can't Be Happy Today (Live Version),the new pornographers silver jenny dollar 2010,the damned i just can't be happy today (live version) 1980,0.241,-1
C17430,B37303,The Jesus and Mary Chain,Inside Me,The Jesus And Mary Chain,Inside Me,the jesus and mary chain inside me 1985,the jesus and mary chain inside me 1985,1.0,1
C5766,B30233,Deerhunter,Desire Lines,Deadrappersociety,Voices,deerhunter desire lines 2010,deadrappersociety voices 2019,0.414,-1
C6706,B82876,Flyleaf,Cassie,Flyleaf,Cassie,flyleaf cassie 2005,flyleaf cassie 2005,1.0,1
C32328,B760,Amon Tobin,Wooden Toy,Ameritz Digital Karaoke,Rock & Rolll (Karaoke Version),amon tobin wooden toy 2011,ameritz digital karaoke rock & rolll (karaoke version) 2013,0.237,-1
C5766,B52659,Deerhunter,Desire Lines,Dee Cisneros,Living Legend,deerhunter desire lines 2010,dee cisneros living legend 2020,0.452,-1
C42738,B33774,Nails,I Will Not Follow,Nanahira,Screamin' Showcase,nails i will not follow 2010,nanahira screamin' showcase 2021,0.281,-1
C19517,B31571,Black Veil Brides,Fallen Angels,Black Veil Brides,Fallen Angels,black veil brides fallen angels 2011,black veil brides fallen angels 2011,1.0,1
C5779,B42648,The Fray,Little House,The Paisleys,Cosmic Mind at Play,the fray little house 2005,the paisleys cosmic mind at play 1970,0.243,-1
C28458,B37568,The Jam,Pretty Green,The Merry Christmas Players,Winter In The Backyard,the jam pretty green 1980,the merry christmas players winter in the backyard 2021,0.236,-1
C14672,B74056,Kendrick Lamar,Ignorance Is Bliss,Kent The Elephant,Wheels on the Bus Painting with Kent,kendrick lamar ignorance is bliss 2010,kent the elephant wheels on the bus painting with kent 2022,0.271,-1
C17889,B90366,Tool,Pneuma,Todd Herzog,Candle Blessing,tool pneuma 2019,todd herzog candle blessing 2011,0.312,-1
C32357,B33062,The xx,I Dare You,The Tiny Boppers,Following the Leader,the xx i dare you 2017,the tiny boppers following the leader 2024,0.262,-1
C17494,B81011,The Jesus and Mary Chain,It's So Hard,The Aces Band,I Wish It Would Rain,the jesus and mary chain it's so hard 1985,the aces band i wish it would rain 2009,0.357,-1
C43226,B72170,Nasum,I'm Not Silent,Nasum,I'm Not Silent,nasum i'm not silent 1998,nasum i'm not silent 1998,1.0,1
C12345,B52527,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 2019,0.938,1
C42667,B61784,Delain,Suckerpunch,Delain,Suckerpunch,delain suckerpunch 2016,delain suckerpunch 2016,1.0,1
C31772,B35741,The Replacements,Answering Machine,THF Twin,No Way Out,the replacements answering machine 1984,thf twin no way out 2022,0.231,-1
C23820,B64551,Joss Stone,Snakes And Ladders,Josef Salvat,Hustler,joss stone snakes and ladders 2004,josef salvat hustler 2016,0.353,-1
C24900,B87310,Newton Faulkner,To The Light,Netta Brielle,Missin' You,newton faulkner to the light 2007,netta brielle missin' you 2021,0.273,-1
C13289,B18964,The Libertines,The Good Old Days,The Moody Brothers,Let Me Dance With You,the libertines the good old days 2002,the moody brothers let me dance with you 1985,0.289,-1
C32100,B90306,The Stylistics,People Make The World Go Round,The Kiboomers,Muffin Man,the stylistics people make the world go round 2013,the kiboomers muffin man 2013,0.32,-1
C898,B37628,Marilyn Manson,This Is the New Shit,Madonna,Deeper and Deeper,marilyn manson this is the new shit 2004,madonna deeper and deeper 1992,0.225,-1
C7955,B47202,Metallica,Purify,Melanie Faye,It's a Moot Point,metallica purify 2003,melanie faye it's a moot point 2020,0.286,-1
C9157,B3639,Chet Baker,It's Always You,Chris Echols,When It Comes to You,chet baker it's always you 2013,chris echols when it comes to you 2024,0.368,-1
C42983,B66885,Cattle Decapitation,We Are Horrible People,Carlo Savina,Johnny Oro (Seq.7),cattle decapitation we are horrible people 2009,carlo savina johnny oro (seq.7) 2010,0.319,-1
C24557,B44779,Municipal Waste,Wolves of Chernobyl,Municipal Waste,Wolves of Chernobyl,municipal waste wolves of chernobyl 2009,municipal waste wolves of chernobyl 2009,1.0,1
C3086,B51307,Rihanna,Fading,Rihanna,Fading,rihanna fading 2010,rihanna fading 2010,1.0,1
C31998,B90241,Lou Reed,How Do You Think It Feels,LoverBoy Vo,Missing an Angel,lou reed how do you think it feels 1992,loverboy vo missing an angel 2018,0.333,-1
C48928,B90631,Absurd Minds,Captivated,Abstract Source,Brazil Calling,absurd minds captivated 2003,abstract source brazil calling 2015,0.314,-1
C35035,B64633,No Use for a Name,On The Outside,Noma RTTCLAN,Direct,no use for a name on the outside 2001,noma rttclan direct 2021,0.324,-1
C1598,B9123,Metallica,The God That Failed,Metal Church,Psycho,metallica the god that failed 1991,metal church psycho 1986,0.353,-1
C4420,B56051,Ratatat,Bruleé,Ratatat,Bruleé,ratatat bruleé 2008,ratatat bruleé 2008,1.0,1
C32357,B23028,The xx,I Dare You,The Cleftones,How Do You Feel?,the xx i dare you 2017,the cleftones how do you feel? 2020,0.343,-1
C18234,B49023,Wolf Parade,Kissing the Beehive,Wolf Parade,Kissing The Beehive,wolf parade kissing the beehive 2008,wolf parade kissing the beehive 2008,1.0,1
C46420,B56236,The Ataris,Neilhouse,The Karaoke Channel,Seasons Change (In the Style Of Exposé) [Karaoke Version],the ataris neilhouse 1997,the karaoke channel seasons change (in the style of exposé) [karaoke version] 2005,0.195,-1
C16815,B42834,Mat Kearney,Closer To Love,Martin Dirkov,Credits,mat kearney closer to love 2009,martin dirkov credits 2022,0.29,-1
C11150,B61225,Bright Eyes,The Big Picture,Braxton Burks,Battle! VS Trainer,bright eyes the big picture 2002,braxton burks battle! vs trainer 2012,0.324,-1
C9891,B35350,De-Phazz,Online,Deathhammer,Unholy Sacrifice,de-phazz online 2001,deathhammer unholy sacrifice 2008,0.394,-1
C31596,B8822,Stimming,Silver Surfer,Steen Thøttrup,In the Palm of Your Hand,stimming silver surfer 2009,steen thøttrup in the palm of your hand 2014,0.273,-1
C35228,B29983,The Used,On The Cross,The Saw Doctors,What a Day (Live in Galway),the used on the cross 2009,the saw doctors what a day (live in galway) 2011,0.271,-1
C7435,B79341,Papa Roach,Infest,Papa Roach,Infest,papa roach infest 2000,papa roach infest 2000,1.0,1
C16864,B92599,Aqualung,Easier To Lie,Aqualung,Easier To Lie,aqualung easier to lie 2005,aqualung easier to lie 2005,1.0,1
C2964,B35104,Ellie Goulding,Figure 8,Ella Fitzgerald,What's Going On (Live),ellie goulding figure 8 2012,ella fitzgerald what's going on (live) 2022,0.349,-1
C2766,B41693,Jamiroquai,Deeper Underground,Jamiroquai,Deeper Underground,jamiroquai deeper underground 1998,jamiroquai deeper underground 1998,1.0,1
C35995,B12528,Elvis Presley,"I Want You, I Need You, I Love You",Elvis Presley,"I Want You, I Need You, I Love You","elvis presley i want you, i need you, i love you 2014","elvis presley i want you, i need you, i love you 1958",0.925,1
C32830,B71896,The Shadows,Man of Mystery,The New Lost City Ramblers,"Beware, Oh Take Care",the shadows man of mystery 2011,"the new lost city ramblers beware, oh take care 1959",0.269,-1
C34480,B32428,Therion,Thor,The Guitaraculas,Nobody Wins,therion thor 2005,the guitaraculas nobody wins 2017,0.273,-1
C1852,B26628,The Smiths,Asleep,Thelonious Monk,Bright Mississippi,the smiths asleep 1987,thelonious monk bright mississippi 2012,0.282,-1
C48670,B52382,Patrick Watson,Wooden Arms,Patrick Watson,Wooden Arms,patrick watson wooden arms 2009,patrick watson wooden arms 2009,1.0,1
C12318,B8031,"Tyler, the Creator",Golden,"Tyler, The Creator",Golden,"tyler, the creator golden 2011","tyler, the creator golden 2011",1.0,1
C40468,B91535,Thurston Moore,Female Cop,The Surfaris,Apache,thurston moore female cop 1995,the surfaris apache 2015,0.267,-1
C382,B36594,Paramore,That's What You Get,Pathology,Zodiac Principles,paramore that's what you get 2008,pathology zodiac principles 2009,0.273,-1
C9822,B9171,Steely Dan,East St. Louis Toodle-Oo,Stan Van Samang,Poison (Live At The Lotto Arena),steely dan east st. louis toodle-oo 1985,stan van samang poison (live at the lotto arena) 2021,0.283,-1
C4090,B85618,The Starting Line,Island,The High Water Line,You'll Get No More of Me,the starting line island 2007,the high water line you'll get no more of me 2019,0.306,-1
C20075,B87286,The Word Alive,How To Build An Empire,Thriftworks,Smokey the Bear,the word alive how to build an empire 2009,thriftworks smokey the bear 2013,0.286,-1
C13289,B68706,The Libertines,The Good Old Days,The Glorious Sons,Praise You - SOS Tour Live in Vancouver,the libertines the good old days 2002,the glorious sons praise you - sos tour live in vancouver 2020,0.323,-1
C12345,B60587,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 2011,0.938,1
C49888,B34474,Frank Sinatra,Spring Is Here,Francisco,In The Mood,frank sinatra spring is here 2013,francisco in the mood 2021,0.364,-1
C17494,B25518,The Jesus and Mary Chain,It's So Hard,Thao & The Get Down Stay Down,Nobody Dies,the jesus and mary chain it's so hard 1985,thao & the get down stay down nobody dies 2015,0.261,-1
C11693,B20804,Morcheeba,Coming Down Gently,Moe Bandy,Here I Am Drunk Again (Live),morcheeba coming down gently 2000,moe bandy here i am drunk again (live) 1988,0.279,-1
C32194,B62730,The Veronicas,This Is How It Feels,The Decoys,Desire,the veronicas this is how it feels 2007,the decoys desire 2002,0.385,-1
C50680,B58507,ACIDMAN,Colors Of The Wind,ACIDMAN,Colors Of The Wind,acidman colors of the wind 2004,acidman colors of the wind 2004,1.0,1
C13824,B57779,Hawthorne Heights,Silver Bullet,Hawthorne Heights,Silver Bullet,hawthorne heights silver bullet 2004,hawthorne heights silver bullet 2010,0.944,1
C21124,B362,The Dramatics,In the Rain,The Ozark Mountain Daredevils,You're Still Here,the dramatics in the rain 2010,the ozark mountain daredevils you're still here 2019,0.327,-1
C38529,B64848,The Rolling Stones,Coming Down Again,The Rolling Stones,Silver Train,the rolling stones coming down again 1973,the rolling stones silver train 1973,0.707,0
C4483,B61599,The Dresden Dolls,672,The Be Bops,Waffle Dreams,the dresden dolls 672 2004,the be bops waffle dreams 1996,0.267,-1
C46373,B29634,The Suicide Machines,Bottomed Out,The Kiboomers,I Love Colors,the suicide machines bottomed out 2005,the kiboomers i love colors 2017,0.316,-1
C28458,B83294,The Jam,Pretty Green,The Christian Children's Choir,Praise Him,the jam pretty green 1980,the christian children's choir praise him 2008,0.261,-1
C24268,B81449,The Sword,Lament for the Aurochs,The Christians,Save A Soul In Every Town,the sword lament for the aurochs 2006,the christians save a soul in every town 2008,0.356,-1
C13289,B80781,The Libertines,The Good Old Days,The Sixteen,"Gloria in D Major, RV 589: X. Qui Sedes Ad Dexteram Patris (Alto Solo)",the libertines the good old days 2002,"the sixteen gloria in d major, rv 589: x. qui sedes ad dexteram patris (alto solo) 2006",0.241,-1
C4483,B76413,The Dresden Dolls,672,The Everly Brothers,That's Old Fashioned (That's the Way Love Should Be) [Single Version],the dresden dolls 672 2004,the everly brothers that's old fashioned (that's the way love should be) [single version] 2019,0.181,-1
C1852,B21444,The Smiths,Asleep,The Hoosiers,Losing Your Balance,the smiths asleep 1987,the hoosiers losing your balance 2024,0.27,-1
C535,B286,Coldplay,What If,Corey Russell,I Want To Burn,coldplay what if 2005,corey russell i want to burn 2020,0.303,-1
C12828,B99870,Fanfarlo,Finish Line,Fanfarlo,Finish Line,fanfarlo finish line 2009,fanfarlo finish line 2009,1.0,1
C38155,B76760,Future Leaders of the World,Let Me Out,Funeral for a Friend,"Escape Artists Never Die (Live at the Hammersmith Palais, 2006)",future leaders of the world let me out 2004,"funeral for a friend escape artists never die (live at the hammersmith palais, 2006) 2019",0.27,-1
C9653,B45277,Ella Fitzgerald,I Love Paris,Ella Fitzgerald,Sleigh Ride,ella fitzgerald i love paris 2013,ella fitzgerald sleigh ride 2016,0.667,0
C24366,B2889,Ektomorf,I Know Them,Ektomorf,I Know Them,ektomorf i know them 2012,ektomorf i know them 2012,1.0,1
C12345,B58339,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 2015,0.938,1
C7193,B39177,Ella Fitzgerald,Summertime,Ella Fitzgerald,Jingle Bells,ella fitzgerald summertime 2011,ella fitzgerald jingle bells 2011,0.667,0
C27129,B77123,Tokio Hotel,Spring nicht,Tokio Hotel,Spring nicht,tokio hotel spring nicht 2010,tokio hotel spring nicht 2010,1.0,1
C16902,B21214,Jack Johnson,To The Sea,Jagged Edge,Remedy,jack johnson to the sea 2010,jagged edge remedy 2001,0.25,-1
C13299,B73090,The Libertines,What a Waster,The City of Prague Philharmonic Orchestra,Joy to the World,the libertines what a waster 2007,the city of prague philharmonic orchestra joy to the world 2008,0.317,-1
C28458,B66348,The Jam,Pretty Green,The Scottish Bagpipes Highland Pipes,Battle of the Somme,the jam pretty green 1980,the scottish bagpipes highland pipes battle of the somme 2014,0.213,-1
C35995,B62897,Elvis Presley,"I Want You, I Need You, I Love You",Elizma Theron,Jolene,"elvis presley i want you, i need you, i love you 2014",elizma theron jolene 2016,0.264,-1
C2766,B43808,Jamiroquai,Deeper Underground,Jamiroquai,Deeper Underground (Full Version),jamiroquai deeper underground 1998,jamiroquai deeper underground (full version) 1999,0.673,0
C13637,B92392,Black Flag,Damaged II,Black Flag,Damaged II,black flag damaged ii 1981,black flag damaged ii 1981,1.0,1
C17430,B81521,The Jesus and Mary Chain,Inside Me,The Arcadian Wild,Spring: Wake,the jesus and mary chain inside me 1985,the arcadian wild spring: wake 2021,0.333,-1
C535,B15901,Coldplay,What If,Coldplay,What If,coldplay what if 2005,coldplay what if 2005,1.0,1
