source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
A5411,B71041,Cole Swindell,Get Up,Cole Swindell,Get Up,cole swindell get up 2014,cole swindell get up 2014,1.0,1
A5954,B99374,Camila Cabello,Crying in the Club,Canciones De Cuna Para Dormir,Humpty Dumpty sentado en una pared (acústica instrumental),camila cabello crying in the club 2017,canciones de cuna para dormir humpty dumpty sentado en una pared (acústica instrumental) 2022,0.215,-1
A2055,B56535,America,Sister Golden Hair,Amen,Please Kill Me,america sister golden hair 1975,amen please kill me 2004,0.29,-1
A4119,B47085,Childish Gambino,This Is America,Cheer Trax,It's a Wonderful World (Fast Version),childish gambino this is america 2018,cheer trax it's a wonderful world (fast version) 2021,0.264,-1
A5810,B23456,The Archies,"Sugar, Sugar",The Underdawgs,I Love You,"the archies sugar, sugar 1969",the underdawgs i love you 2018,0.233,-1
A3740,B66695,Daughtry,What About Now,David Bowie,Looking For Lester (2021 Remaster),daughtry what about now 2006,david bowie looking for lester (2021 remaster) 1993,0.157,-1
A9501,B33951,Jeremy Soule,Dragonborn,Jessica Simpson,I Have Loved You,jeremy soule dragonborn 2011,jessica simpson i have loved you 2003,0.27,-1
A5220,B15556,Madonna,Like a Prayer,Madonna,Like a Prayer,madonna like a prayer 1989,madonna like a prayer 1989,1.0,1
A7239,B41313,Mariah Carey,Vision of Love,Mariah Carey,Vision of Love,mariah carey vision of love 1990,mariah carey vision of love 1990,1.0,1
A2920,B68653,Stone Sour,Bother,Steve Hogarty,Havana Sunset,stone sour bother 2002,steve hogarty havana sunset 2013,0.344,-1
A2918,B88266,Carrie Underwood,I Know You Won't,Carmel McCourt,Lament,carrie underwood i know you won't 2007,carmel mccourt lament 2021,0.289,-1
A5390,B69911,Cole Swindell,Get Up,Conway Twitty,Johnny B Goode,cole swindell get up 2014,conway twitty johnny b goode 2022,0.303,-1
A9118,B37605,The Beach Boys,"Dance, Dance, Dance",The Soul Of R&B Revue,Silent Night,"the beach boys dance, dance, dance 1965",the soul of r&b revue silent night 2009,0.205,-1
A5411,B2558,Cole Swindell,Get Up,Covers Culture,"You're Gonna Go Far, Kid",cole swindell get up 2014,"covers culture you're gonna go far, kid 2022",0.273,-1
A3103,B64498,Jason Mraz,Coyotes,James Brown,"Please, Please, Please",jason mraz coyotes 2008,"james brown please, please, please 2018",0.359,-1
A1894,B70376,Christina Aguilera,Dirrty (feat. Redman),Chicago,Chains (2009 Remaster),christina aguilera dirrty (feat. redman) 2002,chicago chains (2009 remaster) 2016,0.333,-1
A2918,B54493,Carrie Underwood,I Know You Won't,Camel,Please Come Home (NEW Remixed 2023),carrie underwood i know you won't 2007,camel please come home (new remixed 2023) 1981,0.239,-1
A1894,B94133,Christina Aguilera,Dirrty (feat. Redman),Chris Norman,"Lament for James Moray of Abercarney (feat. Robin Bullock, Ann Marie Morgan & Pete Sutherland)",christina aguilera dirrty (feat. redman) 2002,"chris norman lament for james moray of abercarney (feat. robin bullock, ann marie morgan & pete sutherland) 1988",0.268,-1
A6944,B24449,Leona Lewis,Here I Am,Leona Lewis,Here I Am,leona lewis here i am 2007,leona lewis here i am 2007,1.0,1
A3202,B98893,Rednex,Cotton Eye Joe,Rednex,Cotton Eye Joe,rednex cotton eye joe 1994,rednex cotton eye joe 1994,1.0,1
A2920,B22844,Stone Sour,Bother,Steve Spacek,Follow Me (Acapella),stone sour bother 2002,steve spacek follow me (acapella) 2016,0.289,-1
A1961,B92927,Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),Mirian Cunha,Lamento,michael jackson i just can't stop loving you (feat. siedah garrett) 1987,mirian cunha lamento 2021,0.181,-1
A5220,B21278,Madonna,Like a Prayer,Marcos & Belutti,I Love You,madonna like a prayer 1989,marcos & belutti i love you 2014,0.281,-1
A6313,B61627,TOOL,Pneuma,Tom Kitt,Finale,tool pneuma 2019,tom kitt finale 2003,0.3,-1
A1961,B26527,Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),michael jackson i just can't stop loving you (feat. siedah garrett) 1987,michael jackson i just can't stop loving you (feat. siedah garrett) 1987,1.0,1
A3334,B90894,Metallica,The God That Failed,Merle Haggard,Seeing Eye Dog (24-Bit Digitally Remastered),metallica the god that failed 1991,merle haggard seeing eye dog (24-bit digitally remastered) 2006,0.254,-1
A9714,B65785,Bring Me The Horizon,Doomed,Bring Me the Horizon,Throne,bring me the horizon doomed 2015,bring me the horizon throne 2015,0.844,1
A8618,B15022,Fetty Wap,Boomin,Felix da Housecat,Little Bloo,fetty wap boomin 2015,felix da housecat little bloo 1995,0.265,-1
A2055,B53311,America,Sister Golden Hair,Amber Leigh Irish,Skinny Love (Acoustic),america sister golden hair 1975,amber leigh irish skinny love (acoustic) 2018,0.289,-1
A5771,B7072,The Archies,"Sugar, Sugar",The Kiboomers,If You're Happy and You Know It (Instrumental),"the archies sugar, sugar 1969",the kiboomers if you're happy and you know it (instrumental) 2017,0.215,-1
A8831,B56572,Trans-Siberian Orchestra,A Star to Follow,Trevor Alan Gomes,Battle! Gym Leader,trans-siberian orchestra a star to follow 1996,trevor alan gomes battle! gym leader 2017,0.217,-1
A9166,B57137,Carrie Underwood,That's Where It Is,Caroline Byrne,Wish I Didn’t Miss You,carrie underwood that's where it is 2005,caroline byrne wish i didn’t miss you 2023,0.262,-1
A3839,B49665,Daughtry,What About Now,Dag,Lovely Jane,daughtry what about now 2006,dag lovely jane 1994,0.214,-1
A1678,B56548,Toby Keith,Wish I Didn't Know Now,Toby Keith,Wish I Didn't Know Now,toby keith wish i didn't know now 1993,toby keith wish i didn't know now 1993,1.0,1
A2753,B41188,Marc Anthony,I Need to Know,Maes,Street,marc anthony i need to know 1999,maes street 2020,0.25,-1
A309,B74076,Rodney Atkins,Watching You,Robbie Rivera,Escape (Karim Mika Remix),rodney atkins watching you 2006,robbie rivera escape (karim mika remix) 2006,0.295,-1
A9351,B74824,Mariah Carey,Vision of Love,Marillion,Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel / Misplaced Rendezvous / Windswept Thumb,mariah carey vision of love 1990,marillion bitter suite: brief encounter / lost weekend / blue angel / misplaced rendezvous / windswept thumb 2017,0.168,-1
A8715,B84430,Luke Bryan,All My Friends Say,Lucky Uke,What About Love,luke bryan all my friends say 2007,lucky uke what about love 2012,0.235,-1
A5588,B88776,Bullet for My Valentine,Hearts Burst Into Fire,Bullet For My Valentine,Hearts Burst into Fire,bullet for my valentine hearts burst into fire 2008,bullet for my valentine hearts burst into fire 2008,1.0,1
A9501,B22583,Jeremy Soule,Dragonborn,Jessi Uribe,Simplemente Amigos (En Vivo Desde España),jeremy soule dragonborn 2011,jessi uribe simplemente amigos (en vivo desde españa) 2023,0.259,-1
A309,B98289,Rodney Atkins,Watching You,Ronny K.,Heroes & Victims (SaveDonbassPeople),rodney atkins watching you 2006,ronny k. heroes & victims (savedonbasspeople) 2014,0.28,-1
A5771,B61282,The Archies,"Sugar, Sugar",The Jayhawks,Fingernail Moon,"the archies sugar, sugar 1969",the jayhawks fingernail moon 1989,0.394,-1
A1547,B39062,David Guetta,Dangerous (feat. Sam Martin),Dalú,The Goodbye Kiss,david guetta dangerous (feat. sam martin) 2014,dalú the goodbye kiss 2019,0.304,-1
A6944,B2316,Leona Lewis,Here I Am,Lee Isaacs,Eye of the Storm,leona lewis here i am 2007,lee isaacs eye of the storm 2024,0.344,-1
A925,B64604,Miley Cyrus,Flowers,Middle of the Road,Samson And Delilah,miley cyrus flowers 2023,middle of the road samson and delilah 2002,0.286,-1
A4512,B62973,Band of Horses,Window Blues,Band Of Horses,Window Blues,band of horses window blues 2007,band of horses window blues 2007,1.0,1
A1478,B59919,Carrie Underwood,Little Toy Guns,Canned Heat,On The Road Again (Remastered 2005),carrie underwood little toy guns 2014,canned heat on the road again (remastered 2005) 2005,0.308,-1
A4479,B83601,Chicago,We Can Last Forever,Chris Spheeris,Lovers and Friends,chicago we can last forever 1988,chris spheeris lovers and friends 1994,0.316,-1
A7239,B66973,Mariah Carey,Vision of Love,Martine Girault,I Wish,mariah carey vision of love 1990,martine girault i wish 2012,0.25,-1
A8618,B96596,Fetty Wap,Boomin,Felicia Michaels,Things I Hate,fetty wap boomin 2015,felicia michaels things i hate 2000,0.257,-1
A1894,B82651,Christina Aguilera,Dirrty (feat. Redman),Christina Aguilera,Dirrty (feat. Redman),christina aguilera dirrty (feat. redman) 2002,christina aguilera dirrty (feat. redman) 2002,1.0,1
A3678,B93684,Big Time Rush,Windows Down,Bill Harley,Things Will Look Better in the Morning,big time rush windows down 2012,bill harley things will look better in the morning 1997,0.236,-1
A5200,B9672,Madonna,Like a Prayer,Max Bygraves,You're A Pink Tooth-Brush,madonna like a prayer 1989,max bygraves you're a pink tooth-brush 2020,0.256,-1
A5220,B76567,Madonna,Like a Prayer,Mahalia Jackson,That's What He's Done for Me,madonna like a prayer 1989,mahalia jackson that's what he's done for me 2022,0.245,-1
A5551,B76672,Jazmine Sullivan,Need U Bad,James Last,Doctorin' The Tardis,jazmine sullivan need u bad 2008,james last doctorin' the tardis 1988,0.25,-1
A5200,B32541,Madonna,Like a Prayer,Matt Monro,I Will Wait For You,madonna like a prayer 1989,matt monro i will wait for you 2003,0.343,-1
A3177,B46058,Rednex,Cotton Eye Joe,Reid Willis,Asleep in a Moonbeam,rednex cotton eye joe 1994,reid willis asleep in a moonbeam 2012,0.243,-1
A2052,B19116,Mat Kearney,Closer to Love,Maxi Trusso,Let Me Know,mat kearney closer to love 2009,maxi trusso let me know 2014,0.323,-1
A5771,B23913,The Archies,"Sugar, Sugar",The Hit Crew,End of the Road (Instrumental Version),"the archies sugar, sugar 1969",the hit crew end of the road (instrumental version) 2012,0.25,-1
A4843,B42566,Regina Spektor,Better,Relaxing Piano Music,Shadows and Light,regina spektor better 2006,relaxing piano music shadows and light 2019,0.279,-1
A5771,B80856,The Archies,"Sugar, Sugar",The Power And The Glory,"Gloria in D Major, RV 589: III. Laudamus te (feat. Lucia Valentini Terrani & Teresa Berganza)","the archies sugar, sugar 1969","the power and the glory gloria in d major, rv 589: iii. laudamus te (feat. lucia valentini terrani & teresa berganza) 2007",0.139,-1
A2753,B36254,Marc Anthony,I Need to Know,Marc Anthony,I Need to Know,marc anthony i need to know 1999,marc anthony i need to know 1999,1.0,1
A9501,B45078,Jeremy Soule,Dragonborn,Jeremy Soule,Dragonborn,jeremy soule dragonborn 2011,jeremy soule dragonborn 2011,1.0,1
A7037,B4754,Blackmill,Let It Be (feat. Veela),Blackmill,Let It Be (feat. Veela),blackmill let it be (feat. veela) 2011,blackmill let it be (feat. veela) 2011,1.0,1
A8161,B99876,Pentatonix,Sleigh Ride,Pete Scobell Band,Hearts I Leave Behind,pentatonix sleigh ride 2014,pete scobell band hearts i leave behind 2015,0.295,-1
A3737,B84265,Daryl Hall & John Oates,Did It In a Minute,Daniel Epps-Benn,Yahweh,daryl hall & john oates did it in a minute 1981,daniel epps-benn yahweh 2023,0.17,-1
A5200,B72336,Madonna,Like a Prayer,Macy Gray,Bubbly (feat. Idris Elba),madonna like a prayer 1989,macy gray bubbly (feat. idris elba) 2012,0.25,-1
A6059,B87593,Madonna,Frozen,Martin Fido,Murder After Midnight: Luciani And Calvi,madonna frozen 1998,martin fido murder after midnight: luciani and calvi 2015,0.158,-1
A2753,B80434,Marc Anthony,I Need to Know,Marc Anthony,That's Okay,marc anthony i need to know 1999,marc anthony that's okay 1999,0.656,0
A9118,B37586,The Beach Boys,"Dance, Dance, Dance",The Drifters,Winter Wonderland,"the beach boys dance, dance, dance 1965",the drifters winter wonderland 2010,0.359,-1
A54,B95237,Jason Derulo,Ridin' Solo,James Horner,"Marianelli: Stars and Butterflies (From ""Pride & Prejudice"" Soundtrack)",jason derulo ridin' solo 2010,"james horner marianelli: stars and butterflies (from ""pride & prejudice"" soundtrack) 2021",0.247,-1
A6286,B62801,Newcleus,Jam On It,Neon Trees,Nights,newcleus jam on it 1984,neon trees nights 2020,0.174,-1
A6059,B51562,Madonna,Frozen,MacLaren's Bar House Band,Kokomo,madonna frozen 1998,maclaren's bar house band kokomo 2014,0.243,-1
A1026,B43823,Ed Sheeran,Eraser,Eddie Cochran,My Way (Take 4),ed sheeran eraser 2017,eddie cochran my way (take 4) 2020,0.353,-1
A80,B43713,Michael Jackson,Man In the Mirror,Misho,Hidden Circle,michael jackson man in the mirror 1987,misho hidden circle 2013,0.263,-1
A5220,B81625,Madonna,Like a Prayer,Marc Hartman,Mirror of Love,madonna like a prayer 1989,marc hartman mirror of love 2017,0.219,-1
A3839,B71117,Daughtry,What About Now,Dave Davis,Looking for Dub,daughtry what about now 2006,dave davis looking for dub 2013,0.226,-1
A3789,B73232,Billy Idol,Rebel Yell,Billo's Caracas Boys  ,No Hay Que Dejarse Ilusionar,billy idol rebel yell 1983,billo's caracas boys   no hay que dejarse ilusionar 2016,0.232,-1
A589,B25804,Rodney Atkins,Take a Back Road,Roger Shah,Higher Than the Sun (High Noon At Salinas Remix),rodney atkins take a back road 2011,roger shah higher than the sun (high noon at salinas remix) 2017,0.297,-1
A6059,B52696,Madonna,Frozen,Marvin Gaye,Memory Chest (Previously Unreleased),madonna frozen 1998,marvin gaye memory chest (previously unreleased) 2001,0.17,-1
A3789,B67791,Billy Idol,Rebel Yell,Billie Holiday,Now Or Never (Single Version) (feat. Sy Oliver & His Orchestra),billy idol rebel yell 1983,billie holiday now or never (single version) (feat. sy oliver & his orchestra) 1991,0.229,-1
A4819,B9596,Paramore,Future,Patty Shukla,I Like to Dance,paramore future 2013,patty shukla i like to dance 2015,0.303,-1
A3334,B80420,Metallica,The God That Failed,menace Santana,This Is The Future,metallica the god that failed 1991,menace santana this is the future 2024,0.316,-1
A3103,B31697,Jason Mraz,Coyotes,Jake Holmes,Always the Same,jason mraz coyotes 2008,jake holmes always the same 2001,0.344,-1
A8598,B86680,Fetty Wap,Boomin,Fetty Wap,D.A.M.,fetty wap boomin 2015,fetty wap d.a.m. 2015,0.714,0
A5810,B74685,The Archies,"Sugar, Sugar",The Beau Brummels,That's Alright,"the archies sugar, sugar 1969",the beau brummels that's alright 2022,0.324,-1
A4061,B65254,Taylor Swift,august,Tarja Turunen,I Walk Alone (The Tweaker Remix),taylor swift august 2020,tarja turunen i walk alone (the tweaker remix) 2007,0.216,-1
A5771,B66611,The Archies,"Sugar, Sugar",The Beach Boys,Getcha Back (Live/2012),"the archies sugar, sugar 1969",the beach boys getcha back (live/2012) 2013,0.256,-1
A5200,B84512,Madonna,Like a Prayer,Manuel Grandi,Around the World (JL Club Mix),madonna like a prayer 1989,manuel grandi around the world (jl club mix) 0,0.196,-1
A1678,B73804,Toby Keith,Wish I Didn't Know Now,Tony Rice,I'm Not Sayin',toby keith wish i didn't know now 1993,tony rice i'm not sayin' 1996,0.421,-1
A6313,B69018,TOOL,Pneuma,Toehider,This Is Going To Get Worse Before It Gets Better,tool pneuma 2019,toehider this is going to get worse before it gets better 2012,0.145,-1
A2751,B31389,Mariah Carey,Always Be My Baby,Mariah Carey,Always Be My Baby,mariah carey always be my baby 1995,mariah carey always be my baby 1998,0.971,1
A9118,B56809,The Beach Boys,"Dance, Dance, Dance",The Worship Crew,Living Water,"the beach boys dance, dance, dance 1965",the worship crew living water 2011,0.282,-1
A2052,B13937,Mat Kearney,Closer to Love,MarsBarz,Take a Trip,mat kearney closer to love 2009,marsbarz take a trip 2018,0.355,-1
A1894,B78185,Christina Aguilera,Dirrty (feat. Redman),Chunk,This Is How It's Done,christina aguilera dirrty (feat. redman) 2002,chunk this is how it's done 2008,0.311,-1
A9118,B52316,The Beach Boys,"Dance, Dance, Dance",TheDavisD,Memory,"the beach boys dance, dance, dance 1965",thedavisd memory 2022,0.231,-1
A5220,B45759,Madonna,Like a Prayer,Maranatha! Music,I Need You/Create In Me (Medley),madonna like a prayer 1989,maranatha! music i need you/create in me (medley) 1999,0.278,-1
A5535,B16194,"Tyler, The Creator",Tamale,Tyna,Little Piggy Salome,"tyler, the creator tamale 2013",tyna little piggy salome 2013,0.4,-1
A6286,B98647,Newcleus,Jam On It,Nettie Smith,What Are We?,newcleus jam on it 1984,nettie smith what are we? 2017,0.3,-1
A7037,B52415,Blackmill,Let It Be (feat. Veela),BLXST,To The Moon,blackmill let it be (feat. veela) 2011,blxst to the moon 2024,0.289,-1
A1478,B87678,Carrie Underwood,Little Toy Guns,CAEVO,Outlaws All-Stars 8-Count Track 2021,carrie underwood little toy guns 2014,caevo outlaws all-stars 8-count track 2021 2021,0.255,-1
A5623,B91958,Bullet for My Valentine,Hearts Burst Into Fire,Buzzcocks,Get On Your Own (Live),bullet for my valentine hearts burst into fire 2008,buzzcocks get on your own (live) 2021,0.275,-1
A7271,B26662,Blake Shelton,I Lived It,Blackbird Angels,Coming In Hot,blake shelton i lived it 2017,blackbird angels coming in hot 2023,0.343,-1
A5810,B24018,The Archies,"Sugar, Sugar",The Church of Jesus Christ Pacific Area,I Will Go and Do - O Le A Ou Alu ma Fai - Samoan,"the archies sugar, sugar 1969",the church of jesus christ pacific area i will go and do - o le a ou alu ma fai - samoan 2023,0.183,-1
A1250,B87942,Michael Jackson,Man In the Mirror,Mischief Brew,Dallas In Romania,michael jackson man in the mirror 1987,mischief brew dallas in romania 2011,0.316,-1
A4119,B26182,Childish Gambino,This Is America,Chris Call,I Feel It Coming (Spa Version),childish gambino this is america 2018,chris call i feel it coming (spa version) 2017,0.37,-1
A3963,B88330,Percy Sledge,When a Man Loves a Woman,Percy Sledge,When a Man Loves a Woman,percy sledge when a man loves a woman 1966,percy sledge when a man loves a woman 2008,0.905,1
